timestamp,open,high,low,close
2025-08-10 00:00:00,118500.0,118741.77,117466.34,117808.3
2025-08-10 04:00:00,117808.29,118500.0,117608.01,118330.58
2025-08-10 08:00:00,118330.58,119113.94,118232.0,118815.0
2025-08-10 12:00:00,118815.0,118944.24,118433.8,118663.08
2025-08-10 16:00:00,118663.09,119311.11,118074.99,119294.01
2025-08-10 20:00:00,119294.27,122164.07,118972.59,121728.99
2025-08-11 00:00:00,121729.0,122335.16,121466.08,121537.15
2025-08-11 04:00:00,121537.14,121823.0,120286.4,120561.54
2025-08-11 08:00:00,120561.53,120667.54,119382.91,120314.4
2025-08-11 12:00:00,120314.4,120794.05,118604.17,119089.3
2025-08-11 16:00:00,119089.3,119172.63,118050.11,118686.0
2025-08-11 20:00:00,118686.0,119275.46,118593.39,118857.7
2025-08-12 00:00:00,118857.7,119158.06,118424.86,118986.72
2025-08-12 04:00:00,118986.73,119058.43,118207.47,118522.22
2025-08-12 08:00:00,118522.22,119960.0,118285.0,119933.0
2025-08-12 12:00:00,119933.0,120192.1,119172.62,119665.27
2025-08-12 16:00:00,119665.27,120324.43,119485.84,120134.08
2025-08-12 20:00:00,120134.09,120192.1,119094.28,119482.01
2025-08-13 00:00:00,119482.01,119820.18,118920.92,119580.4
2025-08-13 04:00:00,119580.4,120732.94,119446.22,120570.41
2025-08-13 08:00:00,120570.41,122200.0,120106.02,120920.62
2025-08-13 12:00:00,120920.61,122839.47,120920.61,122744.21
2025-08-13 16:00:00,122744.22,123667.79,122298.2,123306.43
2025-08-13 20:00:00,123306.44,124474.0,123250.5,123337.14
2025-08-14 00:00:00,123337.14,123428.6,121313.86,121725.31
2025-08-14 04:00:00,121725.31,122045.9,120694.0,120949.67
2025-08-14 08:00:00,120949.66,121183.06,117632.0,118257.25
2025-08-14 12:00:00,118257.26,118535.0,117180.0,117945.92
2025-08-14 16:00:00,117945.92,118516.81,117302.33,118295.09
2025-08-14 20:00:00,118295.09,119077.71,118032.32,118968.91
2025-08-15 00:00:00,118968.91,119216.82,118629.58,118956.45
2025-08-15 04:00:00,118956.45,119144.5,118600.0,119006.01
2025-08-15 08:00:00,119006.01,119130.77,116827.29,117275.22
2025-08-15 12:00:00,117275.23,117882.35,116803.99,116936.27
2025-08-15 16:00:00,116936.28,117761.88,116862.5,117342.05
2025-08-15 20:00:00,117342.04,117803.64,117231.14,117771.39
